review,label
"Luxury""Signature On Bloor"".Quiet Boutique Condo Building. Fabulous Location Next To Subway,Steps To Yorkville. Best One Bedroom Plus Den Model In The Bldg. Just Renovated 1.5 Year Ago With New Shower,New Stainless Steels Kitchen Appliances And New Washer And Dryer. Granite Kitchen & Bathroom Counter,Nice North View. 24 Hr Security. Rent Includes One Parking & One Locker. Heat,Hydro & Water Also Included.",0
"Come See This Beautiful, Renovated, 2 Bedroom Corner Unit Condo With A Sunny West Exposure Solarium/Enclosed Balcony. Excellent Location And Well Maintained. Close To Ttc, Eglington Go, Schools(In Area For R.H. King, Pere Philippe-Lamarche Catholic Secondary School), Home Depot, Walmart, The Bluffs And More, Minutes To The 401.",0
"Luxury Condo To Scaborough Town Centre Mall, 401, Centennial College, Ttc At Door, Walk To Grocery, Great Facilities And Spacious Unit. Utilities Included Rent, One Parking And One Locker. Home Freshly Painted, New Window Coverings, New Kitchen Countertop And Many More Renovations.",0
"Luxury Condo Of 2 Bedrooms At The 6th Angus Glen With 2 Bathrooms, Very Bright Suite. 127 Sq Ft Long Balcony Has Two Entrances To The Suite. Quartz Kitchen And Vanity Counter Tops, Sub Zero Wolf Kitchen Appliance, Porcelain Floor, Valance Lighting, Crown Moulding In The Suite. One Parking And One Locker Included. Quite Neighborhood, Out Door Infinity Pool, Next To Angus Glen Golf Field, And Close To Community Center.",1
"Amazing Penthouse Unit With Panoramic View Of Cn Tower, Very Well Maintained.Fully Renovated,Freshly Painted With Brand New Appliances. Large Unit In High Demand Building. Close To Ttc & Great Amenities.",0
"Enjoy Lakeside Living At Grenadier Landing On Toronto's Waterfront. Large One Bedroom + Den Unit With Two Full Washrooms. Open Concept With Lots Of Natural Light. Great Location: Close To Parks, Waterfront, Transit, School And Direct Access To Gardiner Highway. Hydro, Parking And Locker Included.",0
"Panoramic View Of The City. Two Bedroom, 2 Washroom Condo, Galley Kitchen In The Prestigous Parkside Village Residence. Walk To Celebration Square, Ymca, Central Library, Living Arts Centre, Square One And City Hall. Steps To Sheridan College And Bus Terminal. Amenities Include, Home Theatre, Bbq Media Lounge, Basket Ball Court, Party Room And Much More.",0
"Maywood - the Brand new luxurious building in Metrotown!! Steps away from the Metrotown skytrain station, Metrotown shopping center, Crystal Mall, parks and schools.",0
"**Available until June 30th, 2023.** Welcome to one of the most prestigious buildings in Yaletown with 24/7 concierge service from this tower. Over 1200 square feet of living offered in this spacious 2 bedroom 2 bath high rise condo suite with views of False Creek Marina, Granville Island + Cityscape. The soaring high ceilings, elegant gas fireplace and wired brushed Oak hardwood floors will leave you speechless. Open concept, this property is fantastic for entertaining. Loads of natural light engulf this property with its large windows. Relax with a cup of tea or wine by the window overlooking False Creek from your living room. The beautiful and open kitchen features stainless steel appliances with a large island with space for several bar stools. The adjacent dining area is a sophist",1
"2 bedroom at the Arc, the gateway to this world-class city in Yaletown, developed by Concord. Very functional layout, wood flooring and marble tiles throughout, top of line Miele appliances, wood-look finish kitchen cabinetry. Amazing five-star hotel amenities include glass-bottom indoor swimming pool on the sky level, spa facilities, concierge service, gym, outdoor patio, cappuccino lounge & garden. Walking distance to seawall.",0
"Interested to rent this property? Kindly provide the following details below upon inquiry1. How many people plan to occupy the property?2. When would you like to start the lease? For how long?3. Do you have any pets?4.Call us for a free property evaluation of your propertyYou do not pay any fees until your property is rented. Specific Location: 1471 Hunter St North Vancouver V7J 0E2 Building: Hunter at Lynn Creek Floor area in sq. ft.: 950 sq ft. Rent/Month: $3580 Per month From October 1DETAILS: Bedrooms: 2 + Den Bathrooms: 2 Others: Balcony Housing Type: Apartment/Condo Laundry: En Suite Parking: Garage, Underground Unfurnished Air Conditioning Storage Small Pets ok One (1) year leaseAMENITIES: Exercise Centre Sauna/Steam room Club House Hot TubFEATURES: Air Conditioning Clothes Washer/Dryer Dishwasher Disposal-Waste Window Coverings Microwave Oven-Built In Range Top RefrigeratorDescription:New home at Hunter in Lynn Creek; quality concrete building in one the fastest growing neighbourhoods in North Vancouver. Spacious & bright, this park facing home offers an open layout with elegant wide plank flooring, quartz counters, porcelain tile, back-splash in the kitchens and much more. Automated lighting and AIR CONDITIONING create an optimal comfort for daily living. Amenities include a private courtyard, gym, social lounge, wellness center, bike-repair room, sauna & steam room. Short walk to Phibbs Exchange transit station. 1 underground parking and 1 storage locker included. Won't Last!CONTACT AND HOURS:Call or email between 9 am and 6 pm for more info.Refer to property address ""Lynn at Hunter Creek "" upon inquiry.Please indicate your contact number in your email.",1
"**PLEASE ANSWER AD QUESTIONS FOR RESPONSE** REQUIREMENTS Minimum 1 year lease NO SMOKING NO PETS NO EXCEPTIONS Strong references and deposits required Easy to show $5000 1-2 people $5500 3-4 people (max 4) 
  Please answer the following in your response: 1.What's your name? 2.How many people is this for? 3.What is your income source? 4.When do you wish to start? 5.How long do you wish to stay? 6.What questions do you have for me? 7.Reason for moving? 8.When do you wish to view? 
  FURNISHED! AMAZING views via 2 private balconies in best corner unit. Penthouse Common deck for all to share! Look no further for this is the one you need to rent today!",1
"This is a beautiful two-bedroom, two-bathroom apartment with stunning views of English Bay and Canada Place in the Venus Building, downtown Vancouver. The unit features in-suite laundry, a huge den that can be used as a third bedroom, and a balcony. One parking spot is included. The building amenities include a full-size gym and a 60ft swimming pool. Coal Harbour, Seawall, fine dining, and Robson Street shopping are all nearby.",0
"Welcome to this spacious waterside home in Vancouver's False Creek neighbourhood, minutes to Granville Island and downtown. This top floor unit features inner courtyard and False Creek marina water views, a South facing balcony, plenty of natural light throughout with a huge sky light in the living room, and an open floor plan with 2 bedrooms, 2 bathrooms, solarium/den, gas fireplace and 1 parking. Recent renovations include updated appliances, granite counters, Hunter Douglas Lumi window coverings, and built-in desk and shelving units with Murphy bed in the den. Recreational facilities include a pool, whirlpool and gym. Furnished No Pets Allowed Minimum 6 month fixed term",0
"Stunning waterfront condo located in Yaletown with panoramic views of False Creek from every room. This spectacular two bedroom, two bath condo is located in the heart of the Marinaside Crescent neighbourhood. Floor to ceiling glass windows, Corner southwest exposure, Open concept living space with combination living room, dining room, breakfast nook and kitchen that's open to breathtaking views. Two well separated bedrooms offer enough space for a comfortable set up and a Den could be use as 3rd bedroom or office. The main bedroom is a large master suite with walk in closet & ensuite bath. Steps from city's great restaurants, Urban Fare, provance, OEB Breakfast, starbucks coffee shops, Roundhouse Community Center, Seawall, Beautiful Parks and within minutes walk to the Canada Line Station and False Creek Ferries.",0
"Welcome to Hunter!
 You do not want to miss brand new 2 bed and 2 bath unit. The building comes with amazing amenities including a steam room, sauna, wellness center, social lounge, gym, private courtyard. The perfect unit also includes A/C, parking, and is pet friendly. The building is in a highly desirable location. As far as shopping goes, the building is within reach of PetSmart, Save-On-Foods, Shoppers Drug Mart, Arcteryx Factory Store, MEC North Vancouver, Time Outsource For Sports, and Real Canadian Superstore! Restaurants and cafes close by including White Spot, Deep Cove Brewers and Distillers, Bridge Brewing Company, Buddha-Full Northwoods, and Golden Pearl Restaurant to name just a few. Call now to book your viewing today!",1
"1160 sq ft souther exposure unit in desirable false creek location. Full Kitchen,Huge Master bedroom,Large dining and livingroom area 2nd room could be bedroom or a spacious den. A few steps to the Sea Wall, minutes to Granville Island, Olympic Village and Cambie Corridor. Walk to work or take the Canada Line! No pets.",1
"Welcome to Avalon 3! This 3 Bedroom, 2.5 Bathroom Live/Work townhome is the ideal set up for a professional couple or small family seeking a brand new, spacious home with central heating/ cooling! The property also features high ceilings in the living area, a thoughtfully designed kitchen with upgraded, FULL SIZE, JennAir appliances and ample storage throughout. The building amenities are some of the best offered in Vancouver. Residents have exclusive access to a podium rooftop with an entertainment lounge, a pool, hot tub and agricultural plots. The building also features a large fitness facility, meeting room and two guest suites for residents to enjoy. Rent includes an external storage locker and one parking stall! For additional parking, please inquire.",1
"Rent To Own This Beautiful One Bedroom Corner Model In The Bowery, Built 2016. The Unit Has Floor-To-Ceiling Windows, Hardwood Floors Throughout, And A Balcony. Bright, Open Concept Living/Dining Room. The Modern Kitchen Has White Cabinets, Quartz Counter-Tops, S/S Appliances, And A Peninsula That Doubles As Prep Area & Seating For Four. Facing Northwest On The 12th Floor, The Condo Has Glimpses Of The Gatineau Hills, The Ottawa River And Downtown.",0
"Welcome to 1380 Prince of Wales unit #903! Spacious, open concept 3 bedroom/2 bathroom. Conveniently located near Carleton University, transit, Mooney's Bay Beach and shopping. Updated kitchen with an oversized island, breakfast bar and stainless steel appliances. Open concept living room/dining room perfect for your entertaining nights! The Master bedroom offers a 3-piece ensuite and walk-in closet. Underground parking included. Book your showing today! 2022-10-17",0
"Wonderful studio apartment located in the Heart of downtown Ottawa. Just a short walking distance from Ottawa U, By-Ward Market, Rideau Center, Parliament Hill, restaurants, public transit/LRT and everything that downtown has to offer! Luxury kitchen with upgraded granite counter top, surrounding pot lights, SS appliances, hardwood floors, and open concept living space with balcony. Amenities includes party room, an indoor pool, sauna, fitness and 24/7 concierge. Comes with couch and window coverings. 2022-10-31",0
"Welcome to this prestigious Claridge Icon condo in Little Italy. Located on the 39th floor, this luxury suite features hardwood & tile flooring, 2 bedrooms, 2 full bathrooms & wrap around balconies from every room offering unobstructed views from the Gatineau Hills to Dows Lake. Sliding floor-to-ceiling doors highlight the open living & dining area allowing a plethora of natural light. Enjoy the panoramic vistas from sunrise to sunset. The sleek white kitchen comes w/ quartz countertops & SS appliances. Primary bedrm is complete w/ a walk-in closet & ensuite w/ a glass shower. The living area has electronic sun/heat screens & both bedrms have electronic blackout blinds. The unit includes a highly sought after 3-sided garage spot w/ 2 large storage units in the parking bay. In-unit laundry. The building is pet friendly w/ restrictions. Condo amenities: Gym, Lounge, Yoga Studio, Movie Theatre, Indoor & Outdoor Party Rooms, Indoor Pool & Sauna, Boardroom, 24 Hr Concierge & Guest Suites. (id:46797) 2022-10-28",0
"***CHECK OUT THE 3D TOUR *** Welcome home to the gorgeous and sought-after COMMUNITY OF LAKE BONAVISTA! This incredibly STUNNING and LUXURIOUS 5 BEDROOM AND 5 BATH RAISED BUNGALOW is LOADED WITH UPGRADES. Want a BETTER THAN NEW, completely RENOVATED home that is fully finished and completely MOVE-IN READY? Beautiful low-maintenance landscaping, Fully Fenced, oversized Detached DOUBLE garage, custom Black California concrete walkway; and backing onto a green space/playground! Don’t forget LAKE ACCESS! When you enter into this beautiful home; you can’t help but feel like you walked into pure LUXURY! No expense was spared. Check out the gorgeous flooring throughout, the high CEILINGS, upgraded Lighting, and all the Big Bright windows! Check out your Chef's DREAM Kitchen with Upgraded STAINLESS INVISIBLE appliances, QUARTZ counters, massive kitchen island with breakfast bar, upgraded WALNUT soft close cabinetry, GAS RANGE cooktop, built-in oven and Microwave, POT FILLER, and built-in Shelving. Also on the main level, a gorgeous FEATURE WALL with numerous Built-Ins and a stunning gas fireplace in your big, bright living room. Check out the beautifully decorated half bath and separate access to your beautiful LOW MAINTENANCE deck, yard, and garage. Marvel at your HUGE Primary Bedroom boasting an equally huge WALK-IN CLOSET complete with Built-In shelving and an incredible 6 PIECE ENSUITE with a Steam Shower and heated flooring. The other 2 excellent size bedrooms share a “Jack and Jill” 4 Piece ensuite! Now for the best part! This amazing home has been custom-built with a FULLY FINISHED WALKOUT BASEMENT! Here you’ll find a fantastic family room/THEATRE ROOM with a beautiful big WET BAR including a mini fridge, a WINE CELLAR, your 4th and 5th bedrooms, second 2-piece bathroom, and another full 3 Piece bathroom. Finishing off this level is a MASSIVE CUSTOM BUILT HOME GYM! It’s what dreams are made of and is a must-see! Other things to note on this incredible home; are CENTRAL AIR, upgraded pot lights throughout the entire home, lots of Storage, Feature walls, UPGRADED carpeting, GAS BBQ hookup, gorgeous patio and cement work, almost 3800 SQ FT OF LIVING SPACE, a BIG MUDROOM with benches and built-ins galore! This is it! LIVE IN LUXURY IN LAKE BONAVISTA!",1
"*** Watchout for 3D Tour***BRAND NEW house in REDSTONE on a CONVENTIONAL Lot Features Living Area, DEN, Full Bathroom at the main Floor, 2 Primary bedrooms Upstairs, 4 Bedrooms Upstairs, Huge Bonus Area, Side Entrance to the Basement, 3 Egress Windows in the basement, Railing throughout the main floor, SPICE KITCHEN and a lot more to explore. This beautiful house welcomes you with a large foyer, open layout to a den (Can be easily converted into a bedroom), a Full Bathroom, Family area comes up with a Electric Fireplace, a separate dining area, a large Kitchen with BUILT-IN Stainless steel appliances, full height Cabinets, a SPICE KITCHEN. Upstairs this house comes up with 2 Primary bedrooms, 4 Bedrooms in total, 3 full bathrooms, a large bonus area and a Laundry area. First Primary area has its own 5pc Ensuite, Second Primary Bedroom has a 3pc Ensuite and other 2 bedrooms to share another full 4PC bathroom. Basement comes with a separate entrance, 3 Large windows, 9ft Ceiling, and a mechanical area tucked to the corner and is ready for your future development. Book your private showing Today!!!",0
"One bedroom in Murray Hill townhouse: high ceilings, hardwood floors, good closet space w/ overhead storage, room for living, dining, home office work space; convenient location near Grand Central and Metro North, United Nations, Chrysler Building, 6,R, multiple bus lines. Great neighborhood with markets, shops, restaurants and nightlife. Email for showing.",1
"This apartment is located in Brierwood, Queens.
 . 1bedroom : 1 bathroom 
 . Pets allowed 
 . Spacious closet space
 . Updated kitchen
 . Hardwood floors
 . Laundry in building
 
 Must have good income and credit",1
"Rarely available, comfortable, one-bedroom, unfurnished (negotiable - owners will also partially furnish the unit) condo sublet with utilities included @ Dag Tower with bonus room and beautiful river views (from living room and bedroom) in white-glove, full-service building. Top midtown east, amenity rich building. Superb proximity to shopping (convenience, grocery, boutiques, farmers market and Bloomingdales), great restaurants, eastside trains, Grand Central & UN; also, allows for an incredibly easy, walkable commute to most Midtown offices. Please contact broker to see this special unit today. Owners prefer year lease and furnished rental; however, these terms are negotiable. Electric & Wi-Fi included in rent. Sorry, no pets. See 3DMatterport link. Some flexibility in terms...broker fees negotiable...please get in touch.",0
"This gorgeous apartment is set within one of New York's most historic communities and is down the street from the Brooklyn Museum, Brooklyn Botanic Garden, and steps from Prospect Park. 
 Spacious and light-filled apartment with tons of space and a separate home office nook in the kitchen. 
  Located right next to the Brooklyn Botanic Garden, Prospect Park, Brooklyn Museum, Brooklyn Library, and more.
 Southeastern exposure in this corner unit allows for ample sunlight and quiet living. 
 State-of-the-art luxury Bosch appliances include a refrigerator, 5-burner gas stove, and dishwasher. The washer and Dryer are in the unit.
 The bath is equipped with a large soaking tub and a waterfall shower.
 
  Common areas include a gym with pelotons, machines, weights, and more; a coworking lounge with building wi-fi; two garden patios; a furnished rooftop deck with tables and a large lounge area.
 
 A five-minute walk from Franklin Avenue's restaurants, bars, cafes, shops, and more. 5-minute walk to 2, 3, 4, 5, B, and Q and Shuttle train; B48 bus is around the corner. Excellent bodega across the street.",0
"Truly A Great Room
29ft across and 25ft deep with 8 windows all around. 
10ft 
vaulted ceilings
2.5 Beds 2.5 baths
Marble kitchen with a window. Custom made Arclinea cabinetry. DW. Under counter sub zero refigerator and double drawer freezer.
Wet bar 2nd under counter refrigerator, and d/w with sink and large pantry
Multi-purpose room is connected to Primary bedroom via solid pocket door. Also enter from common hall
Primary bedroom is ensuite with double sinks & large soaking tub
Customized walk-in closet
2 Substantial Hall closets
Full size washer dryer in the hall along with a large storage cabinet.
Pets upon approval
There's no place like home and what a home this is.",0
"New on the market!
 
 Move into this beautiful 2 bedrooms 2bathrooms on the 20th floor! This wonderful corner unit with open city views is facing north and west bringing natural sunlight throughout the day. The apartment is in good condition with a charming kitchen, marble bathrooms and thoughtfully designed closets. Extra-large 34 foot long living/dining area, the balcony is a wonderful extension of the entertaining space and offers amazing sunset views. There is also a washer and dryer in the apartment. The Forum is a true luxury Full Service building featuring health club, roof terrace, plus a parking garage and, 24 hour concierge. Close to best public and private schools; convenient to mass transportation, gourmet markets, fine dining and cultural activities. I am sorry, No Pets!
 This unit can either come furnished or unfurnished.
 Please contact David Banoun for more information.",0
"Spacious 1 bedroom apartment located in the highly desirable Bay Ridge neighborhood 
 The Unit Boasts : refinished oak floors in the living room , bedroom & foyer . 
 Every room in this apartment has a window
 
 Heat and water included 
 
 Live in super , On Site laundry ,Private security
 
 Location features:
 Walking distance to Ferry, Express Bus, R train
 Walk to all restaurants and shopping",1
"Extra Large Renovated 1 Bedroom in a beautifully maintained building with a doorperson in Bay Ridge.
 
 Enter this spacious renovated 3.5 room apartment and create a space to make it yours. Approx 850 sqft.
 Lots of windows throughout the apartment bringing in plenty of natural light. 
 
  The oversized Living Room will fit all your furniture and more
  Make use of the large foyer and turn it into a home office which we all need nowadays
  Renovated kitchen includes dishwasher, lots of cabinet space, and a large dining area right off the side of the kitchen
  Hardwood floors throughout and great storage space with 5 large closets
  Full sized bathroom with tub
  Large corner bedroom can fit a king sized bed plus more pieces
  Part time doorperson from 9am-12am
  Pets ok up to 20lbs with approval and annual pet fee
  Laundry rooms in building
  Heat, hot water and cooking gas included
 
 Convenient location to all- Local and express buses, R Train, entrance to expressways, lots of restaurants, cafes, supermarkets 
 Close to Shore Road promenade for you to enjoy
 
 **Co-Op application fee, board interview and broker fee apply.",1
"Situated in the heart of the Lower East Side, 157 Ludlow Street #3R is a generously proportioned loft-like junior 4 that can easily be used as a 2 bedroom. The open floor plan features a modern windowed kitchen with stainless steel appliances and large breakfast bar for entertaining. The 22 foot long living and dining area provides plenty of options for how to use the space, with tons of room for seating and furniture. The apartment has hardwood floors throughout, oversized windows, and also includes an in unit washer and dryer. The extra large primary bedroom has terrific closet space and two bright sunny windows. 157 Ludlow Street is a 10 unit boutique condo building with an elevator. Board approval required.",0
"*Visit Multimedia Link for 360º VT & Floorplans!* Fantastic value in Vista Heights! 3-bedroom townhome in a quiet community BACKING ON TO GREEN SPACE and fronting onto a park/playground, Vista Heights School, and nearby to a walking path with city views. Boasting several updates and a functional layout, this unit features over 1,000 square feet of developed living space and nearly 500 more square feet awaiting development. An open layout on the main floor displays laminate hardwood floors, a spacious living room, and a large window for loads of natural light. The updated kitchen offers function, featuring stainless steel appliances, a coffee counter, dual stainless steel sinks, a tile backsplash, a dining nook, and access to a concrete patio area across from endless green space and a large playground. Three sizeable bedrooms and a full bathroom reside upstairs. The spacious primary suite has a walk-in closet with built-ins, new vinyl flooring, updated soundproofing with new drywall, and new paint. It also has a private balcony with a screened storm door for fresh air and views of the field/green space and mountains. The secondary bedrooms are both a great size featuring closets and filled with natural light from sizeable windows. All bedrooms have easy access to the main 4pc bathroom featuring a good amount of storage and a fully tiled tub/shower. Unspoiled, the basement offers a fantastic opportunity to increase living space, and it’s currently where the laundry space hosts a side-by-side washer/dryer. A new water tank was installed in October 2021, and the freezer and most of the furniture in the home are negotiable. This unit has a parking stall and access to lots of street parking for your friends and family. The building is professionally managed, and all landscaping/exterior maintenance is taken care of by the condo. The board recently replaced all windows and doors, and the roof was redone in the last 5-6 years, so this unit is updated and ready to go! This location has easy access to Highway 1 and Deerfoot Trail, it’s close to three golf courses, and Costco is a quick 7min drive away, along with all the amenities in Sunridge!",0
"Welcome home to 3428 34 Ave SW in incredible Rutland Park! This fantastic family home offers so many features – enjoy the original master craftsmanship & cozy mid-century modern finishings throughout in a convenient well-established neighborhood… This home has been impeccably maintained by the original owner and offers a unique layout on a large corner lot with mature trees and long-term neighbours. The main level features a custom mid-century modern design, including stonework, a brick wood-burning fireplace, walnut beams & built-in cabinetry. The spacious living room is flooded with natural light from large front windows and flows into the dining room with vintage stained glass window feature and a kitchen with ample cabinetry. Two bedrooms & an enormous 4-piece main bathroom complete the main level. Downstairs you will find the large, fully developed basement offering a vintage open recreation room with a second wood-burning fireplace, bar & wine cellar, a 3rd bedroom, a 3-piece bathroom, office/shop, & laundry/storage/utility room. Outside has been beautifully landscaped with stonework, south facing front patio overlooking the quiet, tree-lined street, & fully fenced front yard. A large front driveway and shed complete the outdoor space. Additional features include Lux windows & ample on-street parking. This home is centrally located a short commute from downtown & minutes to Mount Royal University, Marda Loop business district, Killarney Pool, Westside Rec Centre & Glenmore Park, and quick access to the mountains. Walk to local amenities & schools. This unique property is a must-see – book your viewing today!",1
"This three-story townhome is the largest plan in this collection. The first floor features a two-car garage, mudroom and a spacious recreation room, while upstairs is an open concept family room, kitchen and dining room, with an optional deck for outdoor living. All three bedrooms are situated on the third floor.",0
